Wall time,Step,Value
1656403703.8656154,1,0.25
1656405204.4023952,2,0.2517816424369812
1656406721.4952228,3,0.25607573986053467
1656408350.2769039,4,0.25748181343078613
1656409862.7765903,5,0.2595576047897339
1656411375.0775282,6,0.2612438499927521
1656412884.881805,7,0.2630501985549927
1656414396.4408786,8,0.2627919018268585
1656415905.5615773,9,0.25935012102127075
1656417417.991464,10,0.2657926678657532
1656418931.8961604,11,0.26728031039237976
1656420447.417697,12,0.267152339220047
1656421959.6845462,13,0.2687571048736572
1656423469.9397037,14,0.26754823327064514
1656424979.9409144,15,0.26612409949302673
1656426495.5746555,16,0.267020046710968
1656428011.4597452,17,0.2651035487651825
1656429623.3586333,18,0.26716694235801697
1656431136.4880517,19,0.26777172088623047
1656432644.090674,20,0.265717476606369
1656434152.9851,21,0.26778289675712585
1656435657.9627898,22,0.2674628794193268
1656437166.8282046,23,0.266597718000412
1656438674.5940375,24,0.26657596230506897
1656440193.4070306,25,0.2659055292606354
1656441705.3992836,26,0.2657669484615326
1656443215.2831445,27,0.2669309079647064
1656444724.5632648,28,0.2677500247955322
1656446233.3382337,29,0.26642656326293945
1656447746.0935574,30,0.2687954008579254
1656449250.6352587,31,0.2636926472187042
1656450756.2066178,32,0.2676626145839691
1656452265.8340147,33,0.2654605507850647
1656453772.9158516,34,0.26698875427246094
1656455271.677807,35,0.26496875286102295
1656456781.4221952,36,0.26903700828552246
1656458289.5545564,37,0.26651930809020996
1656459800.1562493,38,0.2649751603603363
1656461307.9121091,39,0.2630733549594879
1656462814.7401161,40,0.26428914070129395
1656464405.1347275,41,0.2666396200656891
1656465992.9175181,42,0.2654660940170288
1656467656.8380997,43,0.26804018020629883
1656469321.2768772,44,0.26720401644706726
1656470987.8363633,45,0.26771214604377747
1656472752.0070362,46,0.26637887954711914
1656474512.9224703,47,0.2671004831790924
1656476374.884154,48,0.2673233151435852
1656478239.3024216,49,0.2680877149105072
1656480104.1158075,50,0.27024877071380615
1656481964.3986204,51,0.26535293459892273
1656483825.7720425,52,0.2690143883228302
1656485690.7562444,53,0.2645093500614166
1656487609.8682537,54,0.2635788023471832
