Wall time,Step,Value
1656334651.923307,1,0.25
1656335601.26847,2,0.2492702603340149
1656336580.117151,3,0.24150815606117249
1656337578.5996568,4,0.23819264769554138
1656338573.408796,5,0.21444174647331238
1656339566.88662,6,0.21810205280780792
1656340566.988258,7,0.2303331196308136
1656341559.8506186,8,0.2376306802034378
1656342557.2692702,9,0.24489271640777588
1656343551.2948415,10,0.25153079628944397
1656344554.8807192,11,0.20584239065647125
1656345548.9886086,12,0.20815935730934143
1656346543.5365548,13,0.2292366921901703
1656347618.3027315,14,0.2501366138458252
1656348619.5094936,15,0.28674599528312683
1656349613.7463763,16,0.31384438276290894
1656350610.799641,17,0.2513534426689148
1656351604.6950228,18,0.2568631172180176
1656352606.6799748,19,0.2612482011318207
1656353602.8233593,20,0.26472359895706177
1656354598.0862045,21,0.26756924390792847
1656355596.6469486,22,0.269517183303833
1656356594.5042293,23,0.27105358242988586
1656357592.386223,24,0.27233338356018066
1656358589.1993835,25,0.27301687002182007
1656359588.6777375,26,0.27383458614349365
1656360583.161353,27,0.2743520736694336
1656361585.3125305,28,0.2748351991176605
1656362581.9732199,29,0.2754645347595215
1656363581.82292,30,0.27591636776924133
1656364573.698519,31,0.276107519865036
1656365574.209218,32,0.27666327357292175
1656366569.5277011,33,0.2773453891277313
1656367565.8328185,34,0.27809375524520874
1656368560.7716331,35,0.27865463495254517
1656369561.0474646,36,0.27867963910102844
1656370558.2163002,37,0.2786950469017029
1656371554.7842295,38,0.2790532112121582
1656372551.023169,39,0.27912256121635437
1656373555.8708527,40,0.2794874906539917
1656374550.8719022,41,0.28004029393196106
1656375548.8231122,42,0.28084924817085266
1656376546.0032961,43,0.28164806962013245
1656377546.8529863,44,0.2823205292224884
1656378543.9569497,45,0.28273025155067444
1656379539.099842,46,0.28387126326560974
1656380535.092763,47,0.2841692566871643
1656381534.3502107,48,0.2846224009990692
1656382537.981302,49,0.28516101837158203
1656383535.5166159,50,0.2856731414794922
1656384531.9546442,51,0.28580233454704285
1656385526.6037905,52,0.28603291511535645
1656386530.2086878,53,0.2872109115123749
1656387523.906992,54,0.28799140453338623
1656388519.770054,55,0.28813913464546204
1656389516.768517,56,0.2884923815727234
1656390518.5731862,57,0.2892444431781769
1656391512.952957,58,0.2897494435310364
1656392510.6420355,59,0.2906319797039032
1656393533.1274579,60,0.2913922071456909
1656394660.9311624,61,0.2924586236476898
1656395780.2109556,62,0.2938998341560364
1656396898.0393903,63,0.2951090931892395
1656398024.1734788,64,0.2963404953479767
1656399157.8109663,65,0.2977484166622162
1656400287.4050565,66,0.2986905574798584
1656401411.7587829,67,0.30004963278770447
1656402540.6572447,68,0.30123481154441833
1656403558.0322742,69,0.3021891117095947
1656404748.415064,70,0.3031136989593506
1656405976.382434,71,0.30422043800354004
1656407241.4473097,72,0.3047167658805847
1656408540.7680619,73,0.3054041564464569
1656409770.6739466,74,0.3055623769760132
1656410999.185095,75,0.3055805265903473
1656412226.5204449,76,0.30504077672958374
1656413448.4047534,77,0.30488401651382446
1656414676.0261686,78,0.30468299984931946
1656415900.2652898,79,0.3040885925292969
1656417129.6594236,80,0.3037726581096649
1656418360.35984,81,0.3037087917327881
1656419588.919601,82,0.304261177778244
1656420815.577374,83,0.3049618899822235
1656422045.8625488,84,0.3053143322467804
1656423272.7320383,85,0.3050151765346527
1656424496.461081,86,0.3053308129310608
1656425721.7919405,87,0.3050970137119293
1656426949.3905635,88,0.3047410547733307
1656428204.3066995,89,0.30450907349586487
1656429508.7835836,90,0.3045370876789093
1656430736.2981904,91,0.30570080876350403
1656431957.290109,92,0.3064476549625397
1656433178.6038945,93,0.3072377145290375
1656434403.7562654,94,0.3071921169757843
1656435624.3353512,95,0.30699190497398376
1656436848.5520587,96,0.3067946434020996
1656438068.6715443,97,0.3070333003997803
1656439292.7052772,98,0.3075132966041565
1656440525.7251427,99,0.3072841465473175
1656441752.8570838,100,0.3071475028991699
1656442978.1662447,101,0.3076976239681244
1656444198.0478091,102,0.3077506422996521
1656445424.3797867,103,0.30805379152297974
1656446651.0658305,104,0.30862048268318176
1656447875.0059435,105,0.30892622470855713
1656449098.7906256,106,0.30850037932395935
1656450320.4461446,107,0.30840829014778137
1656451542.9293292,108,0.30808770656585693
1656452767.5658312,109,0.30799081921577454
1656453991.0147512,110,0.30783119797706604
1656455203.3576443,111,0.30761995911598206
1656456432.2689507,112,0.30707845091819763
1656457654.799911,113,0.30724063515663147
1656458882.5010018,114,0.3073922097682953
