Wall time,Step,Value
1656327246.9053001,1,0.25
1656327923.3755336,2,0.23891666531562805
1656328602.9133337,3,0.2973708212375641
1656329284.2834847,4,0.4184781312942505
1656329969.2563,5,0.4184781312942505
1656330655.7951643,6,0.5832086205482483
1656331336.5778558,7,0.7821564674377441
1656332019.7910275,8,0.7821564674377441
1656332690.4066114,9,0.7821564674377441
1656333372.130277,10,1.0208007097244263
1656334050.888115,11,1.2919504642486572
1656334751.325868,12,1.5701795816421509
1656335741.9701385,13,1.5701795816421509
1656336741.4958313,14,1.8559013605117798
1656337743.726335,15,2.1627092361450195
1656338742.4788277,16,2.468981981277466
1656339740.920108,17,2.468981981277466
1656340744.751271,18,2.776153087615967
1656341743.6309621,19,3.098914861679077
1656342742.447264,20,3.416102886199951
1656343741.8049188,21,3.730177164077759
1656344744.6330907,22,4.04201602935791
1656345748.0079465,23,4.350962162017822
1656346745.835185,24,4.659571647644043
1656347811.2869318,25,4.967862129211426
1656348809.6254787,26,5.275863170623779
1656349813.1150992,27,5.58388090133667
1656350812.1120517,28,5.8917436599731445
1656351809.6671226,29,6.198291301727295
1656352804.9548616,30,6.506568431854248
1656353810.1166713,31,6.814609527587891
1656354810.2437813,32,7.1220574378967285
1656355809.130612,33,7.430009365081787
1656356804.113305,34,7.7375407218933105
1656357804.2417378,35,8.044805526733398
1656358803.0411286,36,8.352187156677246
1656359803.5732825,37,8.660290718078613
1656360799.7639406,38,8.967818260192871
1656361801.5629973,39,9.274847030639648
1656362800.297093,40,9.581985473632812
1656363796.9710839,41,9.890822410583496
1656364795.9447353,42,10.19926643371582
1656365798.759426,43,10.507983207702637
1656366800.3434746,44,10.817070960998535
1656367797.969007,45,11.126302719116211
1656368795.3761125,46,11.435860633850098
1656369792.974539,47,11.744595527648926
1656370798.5300376,48,12.053380012512207
1656371798.7589202,49,12.36331844329834
1656372797.556188,50,12.672572135925293
1656373798.8556385,51,12.981696128845215
1656374798.9927232,52,13.291638374328613
