Wall time,Step,Value
1656403846.0898588,1,0.25
1656405374.290709,2,0.20106174051761627
1656406922.0738277,3,0.1961471289396286
1656408553.8853931,4,0.19163288176059723
1656410087.1708143,5,0.18961264193058014
1656411621.249631,6,0.18988876044750214
1656413149.1901915,7,0.18752336502075195
1656414682.29038,8,0.18849891424179077
1656416209.6058068,9,0.18534179031848907
1656417746.2799926,10,0.18504294753074646
1656419280.840543,11,0.18688201904296875
1656420814.3218484,12,0.1861228048801422
1656422349.677139,13,0.1868685781955719
1656423882.5687149,14,0.18520058691501617
1656425416.8436558,15,0.18561676144599915
1656426950.1994214,16,0.18549560010433197
1656428533.3229442,17,0.18588560819625854
1656430121.7879229,18,0.18571989238262177
1656431653.4274943,19,0.18574877083301544
1656433178.610744,20,0.18489037454128265
1656434707.3309593,21,0.18405833840370178
1656436233.260982,22,0.18442121148109436
1656437763.4402912,23,0.1838107705116272
1656439290.750531,24,0.18586879968643188
1656440828.530154,25,0.1831696480512619
1656442361.9596746,26,0.18390576541423798
1656443886.3616974,27,0.18582187592983246
1656445413.8535843,28,0.18525496125221252
1656446946.6826499,29,0.1861087828874588
1656448477.5524976,30,0.18504473567008972
1656450002.2615166,31,0.18378017842769623
1656451527.083426,32,0.18403255939483643
1656453055.2724671,33,0.18334433436393738
1656454578.0313253,34,0.18441373109817505
1656456103.1109767,35,0.18334375321865082
1656457631.223146,36,0.184164360165596
1656459157.1578898,37,0.1842191219329834
1656460690.3131752,38,0.18400858342647552
1656462222.2652962,39,0.18484394252300262
1656463765.5959904,40,0.18333525955677032
1656465386.951602,41,0.18243925273418427
1656467049.2275894,42,0.18335118889808655
1656468729.104707,43,0.18457026779651642
1656470405.427506,44,0.1835702657699585
1656472118.2385795,45,0.18432648479938507
1656473923.3966024,46,0.18252471089363098
1656475769.0010927,47,0.1827031821012497
1656477644.2859938,48,0.18452413380146027
1656479521.4227529,49,0.18512298166751862
1656481395.1904666,50,0.18462975323200226
1656483267.869657,51,0.1839905083179474
1656485141.8902683,52,0.18212486803531647
1656487016.8088024,53,0.18381395936012268
