Wall time,Step,Value
1656402517.0884533,1,0.25
1656403787.9758768,2,0.26344025135040283
1656405309.140488,3,0.26003292202949524
1656406845.8376474,4,0.255935937166214
1656408483.6340854,5,0.2629997134208679
1656410008.6941588,6,0.26305240392684937
1656411536.0844796,7,0.2636542320251465
1656413056.7512503,8,0.26153111457824707
1656414580.5778508,9,0.26934295892715454
1656416099.2852263,10,0.2710671126842499
1656417625.8707347,11,0.26489949226379395
1656419151.400703,12,0.2697559595108032
1656420678.2517233,13,0.2734259068965912
1656422203.1493275,14,0.27456197142601013
1656423727.5992684,15,0.27737078070640564
1656425253.124119,16,0.27322638034820557
1656426781.12998,17,0.27643924951553345
1656428340.6165626,18,0.2754208743572235
1656429941.311283,19,0.2716153860092163
1656431464.564487,20,0.2757832109928131
1656432984.5804794,21,0.2729512155056
1656434506.9318585,22,0.27282750606536865
1656436027.622863,23,0.27136263251304626
1656437550.689645,24,0.27857279777526855
1656439072.7617989,25,0.27084922790527344
1656440598.6906552,26,0.2731688320636749
1656442124.6593456,27,0.2718801200389862
1656443646.0197625,28,0.27037787437438965
1656445168.593753,29,0.2709709405899048
1656446686.7250912,30,0.2731347382068634
1656448209.239379,31,0.27177760004997253
1656449729.5741653,32,0.27361610531806946
1656451249.1198144,33,0.2740171551704407
1656452769.9086432,34,0.2691831588745117
1656454286.3083684,35,0.2748594284057617
1656455803.4121718,36,0.2731437683105469
1656457325.3653746,37,0.2748870253562927
1656458846.5778923,38,0.27192890644073486
1656460367.5946996,39,0.2723739445209503
1656461891.4404638,40,0.274054616689682
1656463409.515668,41,0.27197661995887756
1656465048.5371423,42,0.2732558846473694
1656466671.386279,43,0.27190741896629333
1656468347.1085641,44,0.2722003161907196
1656470023.340669,45,0.27367615699768066
1656471703.879246,46,0.27258485555648804
1656473529.4665039,47,0.27361735701560974
1656475332.7772677,48,0.27163317799568176
1656477210.546293,49,0.27330073714256287
1656479082.6354065,50,0.27416929602622986
1656480952.980703,51,0.27312472462654114
1656482827.4253814,52,0.27107083797454834
1656484699.3972216,53,0.2742525041103363
1656486571.063661,54,0.2714877128601074
