Wall time,Step,Value
1656499178.898905,1,0.25
1656499841.8244958,2,0.2723904550075531
1656500507.0137606,3,0.26337313652038574
1656501172.2676742,4,0.25717034935951233
1656501831.374056,5,0.2649771571159363
1656502491.1231713,6,0.2642737925052643
1656503160.5197587,7,0.26500391960144043
1656503823.0967479,8,0.26246073842048645
1656504485.5627842,9,0.269742488861084
1656512497.0244668,10,0.27140912413597107
1656513337.025448,11,0.26513561606407166
1656514179.9301264,12,0.26925596594810486
1656517368.3791964,13,0.2720188796520233
1656518227.3635302,14,0.27227723598480225
1656519093.394432,15,0.2750658094882965
1656519954.2623947,16,0.2705795466899872
1656520821.654627,17,0.27301332354545593
1656521679.620247,18,0.27192914485931396
1656522539.3130062,19,0.2680051624774933
1656523401.511744,20,0.27179211378097534
1656524261.106692,21,0.268707811832428
1656525117.2560527,22,0.2685880661010742
1656525977.8841834,23,0.26690712571144104
1656526852.2468739,24,0.2718702554702759
1656527717.865338,25,0.26657038927078247
1656528583.4198463,26,0.26773983240127563
1656529443.3538134,27,0.26687127351760864
1656530302.5290053,28,0.26583191752433777
1656531166.2670844,29,0.26615262031555176
1656532020.6199121,30,0.2674112915992737
1656532881.86321,31,0.2659403681755066
1656533745.4194164,32,0.2671337425708771
1656534608.3362496,33,0.2669285237789154
1656535463.9880986,34,0.2644728720188141
1656536326.149211,35,0.26715004444122314
1656537188.6821299,36,0.26627323031425476
1656538051.2577965,37,0.2671975791454315
1656538915.4850054,38,0.2655295133590698
1656539777.07447,39,0.26575803756713867
1656540640.193511,40,0.2664664685726166
1656541498.3839605,41,0.2652583420276642
1656542365.9259713,42,0.2661162316799164
1656543228.4807591,43,0.26520776748657227
1656544086.2507765,44,0.26520657539367676
1656544951.9644809,45,0.2659214735031128
1656545821.135458,46,0.2652958929538727
1656546691.1962037,47,0.26582470536231995
1656547560.6922147,48,0.2648806571960449
1656548423.023673,49,0.2654883563518524
1656549291.6476424,50,0.26567941904067993
1656550155.232642,51,0.26537516713142395
1656551025.1452577,52,0.2643284499645233
1656551890.465322,53,0.26579222083091736
1656552755.9318645,54,0.2645595371723175
1656553627.741685,55,0.2648545503616333
1656554498.1373851,56,0.2646175026893616
1656555371.9523833,57,0.26457342505455017
1656556240.8805528,58,0.2649895250797272
1656557114.3227928,59,0.2649727165699005
1656557984.4411962,60,0.2644018828868866
1656558854.388443,61,0.26545724272727966
1656559721.7515974,62,0.2651992738246918
1656560586.6026118,63,0.26445385813713074
1656561447.592562,64,0.2659893333911896
1656562277.1797552,65,0.26413002610206604
1656563091.4640062,66,0.26447004079818726
1656563902.1589143,67,0.26393091678619385
1656564711.1289556,68,0.2643440365791321
1656565519.6354163,69,0.2658746838569641
1656566323.1625767,70,0.26394420862197876
1656567130.3478458,71,0.26432570815086365
1656567937.5436606,72,0.2654012441635132
1656568744.8703694,73,0.2647879421710968
1656569562.8222272,74,0.26442664861679077
1656570376.3120174,75,0.26479384303092957
1656571182.1528525,76,0.26486486196517944
1656571989.249582,77,0.26456373929977417
